HI,XI1,XI2,XI3,XI4,CI,TI,xM1,xM2,xM3,CM,TM
-0.5032858469887673,1.3993554365860021,4.324821725025618,6.184384884245218,2.136506395035066,1.2570646059882136,0.19458390289378316,1.3971697618417898,4.361122153506226,5.948936591975558,0.9616305214895937,1.7823336522883808
-1.1382643011711846,0.9246336829127688,4.8554813292844825,8.279229978440997,2.968796511060916,1.35470634647459,0.6101501447752412,0.9953568202931965,4.683373577188435,8.281055224526607,4.335064362391599,0.2263325108320564
-0.3523114618993075,0.05963036992017413,4.207580079000039,9.172788933156712,3.0180168720444467,2.5732047710672394,1.343047981896104,0.2071416063511597,4.17173972144875,9.295834937932709,3.206154321455299,1.9107885137037055
0.5230298564080254,-0.6469367777055739,4.69203847036096,13.775375314680382,3.4726303458434056,1.788259379503734,1.1138721694875007,-0.6662795405636944,4.569538481494955,13.828123397983155,4.823850095531509,0.6354687902894008
-1.234153374723336,0.6982233136135899,3.106385333046214,11.113106249067517,1.6331416367191736,1.6135834155491586,1.893678428733762,0.7200622123680074,3.2240386584249907,11.15769013659044,3.515834603350434,0.8258661777814148
-1.2341369569491805,0.3934853854217496,5.213293707372938,7.329036861800217,3.5925672738473304,3.4035694004899923,0.852926798734231,0.5223717279423798,5.154921494016678,7.156811168404466,1.2882868866688146,0.2741125898338829
0.5792128155073915,0.8951932200277323,5.001205475362224,10.972072578835274,0.2956083683972248,3.4293728534834504,1.4183403504239496,0.8818929036347259,4.892630704284069,10.900027071767768,2.6320251303852,0.3133182408249282
-0.23256527084709122,0.6351718016819695,4.182911368931809,6.905392022123269,2.3701154476361896,4.210326814099682,1.0297132202027306,0.5030825734313534,4.185890985443952,6.9465277852384135,3.418239188962419,1.4808070739357073
-1.4694743859349522,1.0495527153193351,5.659245668432405,12.165382107774146,2.5117261575484555,2.3796885513783916,1.0738948102560022,1.263853420777826,5.595230222748944,12.206420435452836,0.6271911547248996,1.894231247921754
-0.45743995641403534,-0.535235211560568,5.937570137626558,9.057750696364243,3.6333268260712384,0.8288829096176761,0.6087711977478232,-0.5822116579942817,6.0859445286469285,9.179217374377533,0.5670961886966355,1.2604221404131881
-1.4634176928124623,1.3173940656343257,3.392440135631026,9.812727622521658,3.022630852676869,1.7314987321465596,0.9644064759997993,1.33326967072808,3.318959045877607,9.798240947007049,1.0823135026935555,1.460115029500941
-1.465729753570257,0.19759960469239965,4.237275221433785,12.65159329508438,1.5944369461437133,4.910024584385676,0.9944914943241437,0.31320027163751235,4.097352395511322,12.692175703751762,1.6324899577046184,1.5477425147345916
-0.7580377284339659,2.0752608726252655,4.230857650212702,7.4256728628315,2.0150068741829847,3.1831635885471594,1.4426207913229745,2.0144114822521453,4.0155662986369505,7.427310287024629,2.4329710558430397,0.5993471216505892
-2.913280244657798,-0.6891878180895679,4.0600968988911355,7.205763629774017,3.198680009547407,3.693816881604591,1.8872159984536163,-0.7899746094117809,4.057018248649794,7.107069356123861,2.6934821319190476,0.18593629874840836
